row_index,molecule_chembl_id,consensus_label,smiles,scaffold,true_label,pred_label,p_active,error_type
426,CHEMBL205841,active_single,Cc1c(NC2CC2)nc(C2CCCC2)nc1N1CCCCCC1,c1c(NC2CC2)nc(C2CCCC2)nc1N1CCCCCC1,1,1,0.9938491242681113,OK
429,CHEMBL205976,active_single,Cc1c(NC2CC2)nc(C2CC2)nc1N1CC2CCC(C2)C1,c1c(NC2CC2)nc(C2CC2)nc1N1CC2CCC(C2)C1,1,1,0.9862327275021332,OK
438,CHEMBL207816,active_single,C1CCCN(c2nc(C3CC3)nc3c2CCCCN3)CC1,C1CCCN(c2nc(C3CC3)nc3c2CCCCN3)CC1,1,1,0.9576258962194147,OK
458,CHEMBL2112955,active_single,O=C(CCNC(=O)CNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NC[C@H]1CCCN(CC2CCCCC2)C1,O=C(CCNC(=O)CNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NCC1CCCN(CC2CCCCC2)C1,1,1,0.9933737788793031,OK
491,CHEMBL21731,active,CNCCCC12CCC(c3ccccc31)c1ccccc12,c1ccc2c(c1)C1CCC2c2ccccc21,1,0,0.4015722943471663,FN
545,CHEMBL222860,active_single,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2ccccc2)CC1,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2ccccc2)CC1,1,1,0.9973859137068608,OK
565,CHEMBL2311547,inactive_single,COc1ccc(CCOC(=O)C2=C(c3cccc(F)c3)CCN(C)C2)cc1OC,O=C(OCCc1ccccc1)C1=C(c2ccccc2)CCNC1,0,0,0.18544202186371475,OK
566,CHEMBL2312346,inactive,COc1ccc(CCOC(=O)C2=C(c3ccccc3)CCN(C)C2)cc1OC,O=C(OCCc1ccccc1)C1=C(c2ccccc2)CCNC1,0,0,0.2599220197447599,OK
609,CHEMBL2391367,inactive_single,CCC(=O)N1CCN(CC(=O)NC2CCCCC2)CC1,O=C(CN1CCNCC1)NC1CCCCC1,0,0,0.05200986684006178,OK
629,CHEMBL2441760,inactive_single,CN1CCC[C@H]1[C@@H]1COC(=O)N1,O=C1NC(C2CCCN2)CO1,0,0,0.056644655006044285,OK
630,CHEMBL2441761,inactive_single,CN1CCC[C@H]1[C@H]1COC(=O)N1,O=C1NC(C2CCCN2)CO1,0,0,0.10651966566272913,OK
641,CHEMBL262198,active_single,CCN1CCC(c2ccccc2)=C(C(=O)OCCc2ccccc2)C1.O=C(O)C(=O)O,O=C(OCCc1ccccc1)C1=C(c2ccccc2)CCNC1,1,0,0.6252871316318027,FN
643,CHEMBL264414,active_single,CO[C@]1(C#C[C@@](O)(c2ccccc2)C2CCCCCC2)CN2CCC1CC2,C(#CC(c1ccccc1)C1CCCCCC1)C1CN2CCC1CC2,1,1,0.9993349920133735,OK
672,CHEMBL287671,inactive_single,c1ccc(-c2ccc(N3CCN(Cc4c[nH]c5ncccc45)CC3)cc2)cc1,c1ccc(-c2ccc(N3CCN(Cc4c[nH]c5ncccc45)CC3)cc2)cc1,0,0,0.061319323543252986,OK
683,CHEMBL302145,active_single,NCc1cccc(NC(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)c1,O=C(Nc1ccccc1)C(c1ccccc1)C1CCCC1,1,1,0.9829630011328222,OK
687,CHEMBL305660,active,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,O=C(CCCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1ccccc1,1,1,0.9928354831703369,OK
693,CHEMBL3084395,active_single,CN1[C@@H]2CC[C@H]1C[C@@H](CC(O)(c1ccccc1)c1ccccn1)C2,c1ccc(C(CC2CC3CCC(C2)N3)c2ccccn2)cc1,1,1,0.9705454618646268,OK
695,CHEMBL3084397,active_single,CCC(O)(C[C@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccccc1,c1ccc(CCC2CC3CCC(C2)N3)cc1,1,1,0.9448810507027887,OK
742,CHEMBL3085060,active_single,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)N(Cc1ccsc1)c1ccccc1)C2.[Br-],O=C(OC1CC2CCC(C1)[NH2+]2)N(Cc1ccsc1)c1ccccc1,1,1,0.9990477831152567,OK
762,CHEMBL3085091,active_single,CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)N(Cc1ccsc1)c1ccsc1)C2,O=C(OC1CC2CCC(C1)N2)N(Cc1ccsc1)c1ccsc1,1,1,0.9995429324990214,OK
767,CHEMBL3087230,active_single,O=C(O[C@H]1C[N+]2(CCCc3ccncc3)CCC1CC2)C1(c2cccs2)CCCCCC1,O=C(OC1C[N+]2(CCCc3ccncc3)CCC1CC2)C1(c2cccs2)CCCCCC1,1,1,0.9972239294344776,OK
791,CHEMBL3087369,active_single,O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cnccn1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cnccn1,1,1,0.9950726146175389,OK
804,CHEMBL3087947,active_single,Cc1cnc(NC(=O)C[N+]23CCC(CC2)[C@@H](OC(=O)C2(C4=CC=CC4)CCCCCC2)C3)cn1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cnccn1,1,1,0.997773460549071,OK
805,CHEMBL3087948,active_single,Cc1cncc(NC(=O)C[N+]23CCC(CC2)[C@@H](OC(=O)C2(C4=CC=CC4)CCCCCC2)C3)n1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cnccn1,1,1,0.9965730352937682,OK
806,CHEMBL3087949,active_single,O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cncc(Cl)n1,O=C(C[N+]12CCC(CC1)C(OC(=O)C1(C3=CC=CC3)CCCCCC1)C2)Nc1cnccn1,1,1,0.998422668061697,OK
812,CHEMBL3087955,active_single,O=C(O[C@H]1C[N+]2(Cc3ccn(-c4ccccc4)n3)CCC1CC2)C1(C2=CC=CC2)CCCCCC1,O=C(OC1C[N+]2(Cc3ccn(-c4ccccc4)n3)CCC1CC2)C1(C2=CC=CC2)CCCCCC1,1,1,0.9990733595415117,OK
831,CHEMBL308924,inactive,CCO/C(O)=C1CN2CC(CCC2CN(C)C)C1=O,C=C1CN2CCCC(C2)C1=O,0,0,0.18511165967360138,OK
833,CHEMBL3091665,active_single,CC(C(=O)O[C@H]1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)[N+]2(C)C)(c1cccs1)c1cccs1.[Br-],O=C(OC1CC2[NH2+]C(C1)C1OC21)C(c1cccs1)c1cccs1,1,1,0.9426404918458273,OK
834,CHEMBL3091666,active_single,COC(C(=O)O[C@H]1C[C@@H]2[C@H]3O[C@H]3[C@H](C1)[N+]2(C)C)(c1cccs1)c1cccs1.[Br-],O=C(OC1CC2[NH2+]C(C1)C1OC21)C(c1cccs1)c1cccs1,1,1,0.985175180718441,OK
838,CHEMBL3091670,active_single,C[N+]1(C)[C@@H]2C[C@H](OC(=O)C(CO)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],O=C(OC1CC2[NH2+]C(C1)C1OC21)C(c1cccs1)c1cccs1,1,1,0.9712543205452048,OK
906,CHEMBL3354072,inactive_single,O=C1CCc2ccccc2N1CCCN1CCC(CCCO)CC1,O=C1CCc2ccccc2N1CCCN1CCCCC1,0,0,0.18076390819684646,OK
907,CHEMBL3354075,active_single,O=C1CCc2ccccc2N1CCCN1CCC(CCCCCCCCCO)CC1,O=C1CCc2ccccc2N1CCCN1CCCCC1,1,1,0.7263380350419384,OK
917,CHEMBL3401646,active_single,O=C(N[C@H]1CN2CCC1CC2)C1c2ccccc2Oc2ccccc21,O=C(NC1CN2CCC1CC2)C1c2ccccc2Oc2ccccc21,1,0,0.3137004915117184,FN
918,CHEMBL3401647,active_single,CN(C(=O)C1c2ccccc2Oc2ccccc21)[C@H]1CN2CCC1CC2,O=C(NC1CN2CCC1CC2)C1c2ccccc2Oc2ccccc21,1,0,0.6538730551696108,FN
939,CHEMBL3426697,active_single,O=C(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)NCCCCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,O=C(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)NCCCCCNCCc1cccc2[nH]c(=O)ccc12,1,1,0.9989951511841627,OK
955,CHEMBL345985,active_single,O=C(NC1CCN(CC2CCCC2)CC1)C(O)(c1ccccc1)C1CCCC1,O=C(NC1CCN(CC2CCCC2)CC1)C(c1ccccc1)C1CCCC1,1,1,0.9736739032979869,OK
961,CHEMBL3545181,active,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.O.[Br-],O=C(OC1CC2[NH2+]C(C1)C1OC21)C(c1cccs1)c1cccs1,1,1,0.9602550385134023,OK
1032,CHEMBL3645318,active,CC(Cc1ccc(CC(=O)Nc2cccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)c2)cc1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,O=C(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)Nc1cccc(NC(=O)Cc2ccc(CCNCCc3cccc4[nH]c(=O)ccc34)cc2)c1,1,1,0.9999178393473392,OK
1053,CHEMBL3645339,active,CN(C(=O)CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)c1ccc(CNC(=O)Cc2ccc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,O=C(Cc1ccc(CNCCc2cccc3[nH]c(=O)ccc23)cc1)NCc1ccc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)cc1,1,1,0.9999731072743012,OK
1067,CHEMBL3645353,active,CC(Cc1cccc(CCC(=O)NCc2ccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)cc2)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,O=C(CCc1cccc(CCNCCc2cccc3[nH]c(=O)ccc23)c1)NCc1ccc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)cc1,1,1,0.9999223762332212,OK
1068,CHEMBL3645354,active,C[C@H](Cc1cccc(CCC(=O)NCc2ccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)cc2)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,O=C(CCc1cccc(CCNCCc2cccc3[nH]c(=O)ccc23)c1)NCc1ccc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)cc1,1,1,0.9999433655842055,OK
1069,CHEMBL3645355,active,C[C@@H](Cc1cccc(CCC(=O)NCc2ccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)cc2)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,O=C(CCc1cccc(CCNCCc2cccc3[nH]c(=O)ccc23)c1)NCc1ccc(NC(=O)CCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)cc1,1,1,0.9999234490341218,OK
1089,CHEMBL370862,active_single,COC1(C#CC(O)(c2ccccn2)C2CCCC2)CN2CCC1CC2,C(#CC(c1ccccn1)C1CCCC1)C1CN2CCC1CC2,1,1,0.9956120627901768,OK
1092,CHEMBL372566,active_single,CO[C@]1(C#C[C@](O)(c2ccccc2)c2cccnc2)CN2CCC1CC2,C(#CC1CN2CCC1CC2)C(c1ccccc1)c1cccnc1,1,1,0.9133264199975074,OK
1096,CHEMBL373888,active_single,COc1nsnc1OCCOCCOc1nsnc1C1=CCCN(C)C1,C1=C(c2nsnc2OCCOCCOc2cnsn2)CNCC1,1,1,0.9781973483240889,OK
1104,CHEMBL375420,active_single,Cc1cccc(CN2CCC(N3CC(c4cccs4)(c4cccs4)NC3=O)CC2)c1,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2ccccc2)CC1,1,1,0.993888251566415,OK
1111,CHEMBL376781,active_single,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2cccc(F)c2)CC1,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2ccccc2)CC1,1,1,0.9945848297740714,OK
1140,CHEMBL382213,active_single,COC1(C#CC(O)(c2ccccc2)c2cccnc2F)CN2CCC1CC2,C(#CC1CN2CCC1CC2)C(c1ccccc1)c1cccnc1,1,1,0.9578068702222153,OK
1168,CHEMBL3916700,active_single,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,O=C(Nc1ccc(CNCCc2cccc3[nH]c(=O)ccc23)cc1)OCCNC1CCC(OC(=O)C(c2cccs2)c2cccs2)CC1,1,1,0.9999269633337953,OK
1171,CHEMBL3920279,active_single,O=C(O[C@H]1C[N+]2(CCCCc3ccccc3)CCC1CC2)C1c2ccccc2Oc2ccccc21,O=C(OC1C[N+]2(CCCCc3ccccc3)CCC1CC2)C1c2ccccc2Oc2ccccc21,1,1,0.9970503213870456,OK
1178,CHEMBL3933797,active_single,O=C(O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)C1(O)c2ccccc2Oc2ccccc21,O=C(OC1C[N+]2(CCCc3cccs3)CCC1CC2)C1c2ccccc2Oc2ccccc21,1,1,0.9943571051669639,OK
1182,CHEMBL394255,active_single,CN(C)C1(CNCC=C2CCOCC2)COc2ccccc2OC1,C(CNCC1COc2ccccc2OC1)=C1CCOCC1,1,1,0.9073651243764644,OK
1215,CHEMBL4074104,inactive_single,CC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,O=C1CCc2ccccc2N1CCCN1CCCCC1,0,0,0.17234292292273135,OK
1225,CHEMBL409151,active_single,CO[C@]1(C#C[C@](O)(c2ccccc2)C2CCCCCC2)CN2CCC1CC2,C(#CC(c1ccccc1)C1CCCCCC1)C1CN2CCC1CC2,1,1,0.9986572576275967,OK
1249,CHEMBL415,active,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,c1ccc2c(c1)CCc1ccccc1N2,1,0,0.37661847163091366,FN
1269,CHEMBL427013,active_single,COC1(C#CC(O)(c2ccccc2)c2ccc(F)nc2)CN2CCC1CC2,C(#CC1CN2CCC1CC2)C(c1ccccc1)c1cccnc1,1,1,0.9835053939200443,OK
1272,CHEMBL4284346,inactive_single,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,O=C1C2C3CCC(C3)C2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,0,0,0.15249868267507347,OK
1294,CHEMBL4436930,active_single,O=C(OC1C[N+]2(CCCc3cccc(F)c3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9744900579380419,OK
1298,CHEMBL4441041,active_single,O=C(OC1C[N+]2(CCCc3cccc(C(F)(F)F)c3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9591145095607594,OK
1304,CHEMBL4448944,active_single,O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9751840500704075,OK
1306,CHEMBL4450188,active_single,O=C(OC1C[N+]2(CCCc3ccc(F)cc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.950274756999949,OK
1308,CHEMBL4451770,active_single,O=C(OCCc1ccc(Cl)c(Cl)c1)N(c1ccccc1)C1CN2CCC1CC2,O=C(OCCc1ccccc1)N(c1ccccc1)C1CN2CCC1CC2,1,1,0.9851082694013918,OK
1309,CHEMBL4452706,active_single,O=C(OC1C[N+]2(CCCc3cccc(Cl)c3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9698668943493568,OK
1317,CHEMBL4463636,active_single,Cc1cccc(CCC[N+]23CCC(CC2)C(OC(=O)C(O)(c2ccccc2)c2ccccc2)C3)c1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9712832339751599,OK
1320,CHEMBL4470924,active_single,O=C(OC1C[N+]2(CCCc3cccc(Br)c3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9745156145460524,OK
1326,CHEMBL4483083,active_single,O=C(O[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9944763331746937,OK
1328,CHEMBL450463,inactive_single,Cc1ccc([C@@H]2CCCN2C)o1,c1coc(C2CCCN2)c1,0,0,0.4551983601713371,OK
1329,CHEMBL450729,inactive_single,CN1CCC[C@H]1c1ccco1,c1coc(C2CCCN2)c1,0,0,0.23947005190558365,OK
1332,CHEMBL451335,inactive_single,c1coc([C@@H]2CCCN2)c1,c1coc(C2CCCN2)c1,0,0,0.6501574503707275,OK
1333,CHEMBL4514058,active_single,O=C(O[C@@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9863020759080771,OK
1335,CHEMBL4516342,active_single,O=C(OC1C[N+]2(CCCc3ccc(C(F)(F)F)cc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9557506819917495,OK
1337,CHEMBL4519930,active_single,O=C(OC1C[N+]2(CCCc3ccc(Cl)cc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9837110861734423,OK
1338,CHEMBL4521993,active_single,O=C(OC1C[N+]2(CCCc3ccc(OC(F)(F)F)cc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9464290044078346,OK
1341,CHEMBL4539799,active_single,O=C(OC1C[N+]2(CCCc3ccc(Br)cc3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9668063037998789,OK
1345,CHEMBL4541647,active_single,O=C(OC1C[N+]2(CCCc3cccc(I)c3)CCC1CC2)C(O)(c1ccccc1)c1ccccc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9773692356484298,OK
1348,CHEMBL45454,active_single,C[N+](C)(C)C[C@@H]1CS[C@@](c2ccccc2)(C2CCCCC2)O1.[I-],c1ccc(C2(C3CCCCC3)OCCS2)cc1,1,1,0.9438213734572413,OK
1349,CHEMBL4545504,active_single,COc1ccc(CCC[N+]23CCC(CC2)C(OC(=O)C(O)(c2ccccc2)c2ccccc2)C3)cc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.9809074036930894,OK
1358,CHEMBL4571841,active_single,O=C(OCCc1ccccc1)N(c1ccccc1)C1CN2CCC1CC2,O=C(OCCc1ccccc1)N(c1ccccc1)C1CN2CCC1CC2,1,1,0.9859975063081329,OK
1366,CHEMBL458416,inactive_single,Cc1ccc([C@@H]2CCCN2)o1,c1coc(C2CCCN2)c1,0,0,0.4867556517388015,OK
1369,CHEMBL4590868,active_single,Cc1ccc(CCC[N+]23CCC(CC2)C(OC(=O)C(O)(c2ccccc2)c2ccccc2)C3)cc1.[Br-],O=C(OC1C[N+]2(CCCc3ccccc3)CCC1CC2)C(c1ccccc1)c1ccccc1,1,1,0.927356758805743,OK
1372,CHEMBL460470,inactive_single,CN1CCCC1c1ccco1,c1coc(C2CCCN2)c1,0,0,0.28698583223839014,OK
1373,CHEMBL461087,inactive_single,c1coc(C2CCCN2)c1,c1coc(C2CCCN2)c1,0,0,0.6368507197910463,OK
1374,CHEMBL461088,inactive_single,c1coc([C@H]2CCCN2)c1,c1coc(C2CCCN2)c1,0,1,0.7281737245824854,FP
1375,CHEMBL461089,inactive_single,Cc1ccc([C@H]2CCCN2)o1,c1coc(C2CCCN2)c1,0,1,0.7464577604529484,FP
